listing_name,post_id,address,address2,rent,bedrooms,datetime_posted,size,availability,description,attributes,lat,lon,html
Massive 1400 sqft 2bed 2bath condo @ yonge/eglinton with parking,post id: 6552113856,(2181 yonge st),NA,"$3,000",2BR / 2Ba,24/04/2018 23:44,1400ft2,25/04/2018,"Stunning Massive Layout In Quantum Minto 1, 1360 Sq Ft + Balcony Of 55 Sq Ft. West Facing Approx 11 Ft Ceilings. New Paint, Pot Lights. Bright W/ Curved Floor To Ceiling Windows In Master. Brazilian Cherry Wood Floors Thru Out. Granite Kitchen Counter And Breakfast Bar. Massive Lr/Dr Combo. Huge Master With Mirrored Closet Hallway Dressing Area. Ensuite Locker Off Foyer. S/S Appliance - Fridge, Stove, B/I Microwave With Vent, B/I D/W, Full Size Stack W/D, All Elf's, Window Coverings, Patio Chairs, Bedroom Mirrors, Closet Organizers, 24Hr Concierge, Gym W/ Yoga Room, Pool, Spa, Sauna, Bus Ctr, Party Rm.","['condo', 'w/d in unit', 'attached garage']",43.704464,-79.397848,https://toronto.craigslist.ca/tor/apa/d/massive-1400-sqft-2bed-2bath/6552113856.html
2+1BED PINNACLE CONDO with parking downtown waterfront,post id: 6552109514,(12 YONGE ST),NA,"$2,650",2BR / 2Ba,24/04/2018 23:44,840ft2,01/06/2018,"Very Desirable Split 2 Bdrm + Den Corner Unit In Pinnacle 12 Yonge St! With Unobstructed East Views. Features Include 9 Foot Ceilings, Laminate Flooring, Stainless Steel Appliances & Unobstructed East View. Ideal Location! Walking Distance To Financial District, Union Station, Path, Harbourfront, Acc, Historic St. Lawrence Market Area, Shopping, Restaurants, Grocery Stores & All The Conveniences That Comes With Prime Downtown Living! Incl: Stainless Steel Fridge, Stove, B/I Dishwasher, B/I Microwave. Stacked Washer/Dryer, 1 Parking. Amenities Incl: 70Ft Saline Indoor Pool, Gym, Theatre, Squash & Tennis Court & Much More!","['condo', 'w/d in unit', 'attached garage']",43.642464,-79.375594,https://toronto.craigslist.ca/tor/apa/d/21bed-pinnacle-condo-with/6552109514.html
FULLY FURNISHED TOWNHOUSE BACHELOR UNIT CLOSE TO YONGE,post id: 6551908536,(415 JARVIS ST),NA,"$1,850",0BR / 1Ba,24/04/2018 23:44,NA,15/05/2018,"Fully Furnished Studio. Impeccably Kept, Townhouse Unit. 380 Sqft. Laminate Floors Throughout. Lots Of Storage And Walk In Closet. Front Patio Area With East Views. Move In Ready. Utilities As Well As Cable And Wifi Included.","['townhouse', 'w/d in unit']",43.662472,-79.376701,https://toronto.craigslist.ca/tor/apa/d/fully-furnished-townhouse/6551908536.html
1BED WESTLAKE CONDO with parking metro grocery store attached,post id: 6551902069,(2200 lakeshore blvd w),NA,"$1,800",1BR / 1Ba,24/04/2018 23:44,NA,16/04/2018,"Westlake Luxury Condo At Etobicoke Waterfront. Excellent 1 Bedroom Suite + Open Balcony Facing Nw W/Open View! Laminate Floors Throughout (No Carpet), Stainless Steel Appliances. Quartz Kitchen Counter Tops; Stacked Full Size Front-Loading Washer & Dryer. Fully Equipped Exercise Room, Indoor Pool, Rooftop Patio, Squash Courts, Home Theatre & More! Walk To Park, Lake, Street Car, Connected To Metro & Shoppers Drugmart S/S Stove, Fridge, Microwave, Dishwasher. Washer, Dryer. 1 Parking & 1 Locker Included.","['condo', 'w/d in unit', 'attached garage']",43.621071,-79.482967,https://toronto.craigslist.ca/tor/apa/d/1bed-westlake-condo-with/6551902069.html
DOWNTOWN WATERFRONT 2bed condo with parking waterclub condo,post id: 6554120653,(218 queens quay w),NA,"$2,700",2BR / 1Ba,24/04/2018 23:44,850ft2,15/05/2018,"Amazing Sun-Filled Corner 2 Bedroom Unit With Parking At Waterclub. Newly Renovated 840 Sqft With Marble And Luxury Vinyl Floors, Granite Countertops, Stainless Steel Appliances And 10' Ceilings. Ttc At Your Doorstep, Steps From The Waterfront, Financial District And Union Station! Amazing Building Amenities, Including Indoor/Outdoor Pool, Gym, Steam Room, Games Room, Rooftop Bbqs & More! S/S Fridge, Dishwasher, Range, Microwave & Stackable Washer & Dryer. All Elfs, Top Down Bottom Up Blinds & Window Coverings, 1 Parking Spot Included. Locker Available For $50 A Month","['condo', 'w/d in unit', 'attached garage']",43.639467,-79.382946,https://toronto.craigslist.ca/tor/apa/d/downtown-waterfront-2bed/6554120653.html
"77 MAITLAND PLACE # 1109,LARGE 2BEDS,2BATHS,LARGE BALCONY,DTOWNTORONTO",post id: 6564231290,(Wellesley and Jarvis),NA,"$2,500",2BR / 2Ba,24/04/2018 23:44,851ft2,01/05/2018,"Fabulous and Elegant suite at the Award winning Celebrity Place! Spacious and True Two Bedrooms True Two Baths. Both bedrooms have wooden doors and windows. Great Views From The Very Large Balcony. Ensuite laundry + plenty of closet space. Very well run building with 24 hr concierge; tons of amenities including indoor swimming pool, Gym, sauna, squash courts, basketball court, party room, library, movie room, hobby room, games room, visitors parking and a grocery inside the building! this building has it all!!. You will love to live here!! Steps to Loblaws and Food Basics, and lots of Subways!!! convenient location...Steps to ttc, groceries, fine dining, shops, schools, hospitals and all that downtown living has to offer! Very close to Yonge and College and Bay and College.","['condo', 'w/d in unit']",43.664985,-79.377594,https://toronto.craigslist.ca/tor/apa/d/77-maitland-place-1109large/6564231290.html
3 Bdrm Townhouse For Rent/Islington/Bloor,post id: 6561490005,(Toronto),42 Ruby Lang Lane,"$3,400",3BR / 2.5Ba,24/04/2018 23:40,NA,14/04/2018,Stunning Luxury Freehold Townhome - Brand New Kitchen With Brand New Stainless Steel Appliances - Built In Bosch Microwave And Oven - Gas Range Top And Range Hood - Integrated Bosch Dishwasher And Integrated Fridge - Quartz Countertops And Quartz Slab Backsplash - Brand New Hardwood Floors Throughout - Brand New Built-In Shelves Around Fireplace - Tankless Water Heater - Auto Awning With Remote.,['apartment'],43.619827,-79.509484,https://toronto.craigslist.ca/tor/apa/d/3-bdrm-townhouse-for-rent/6561490005.html
"1001 BAY ST #2904,LARGE 2BEDS+DEN,2BATHS,PARKING,LOCKER,DOWNTONTORONTO",post id: 6568716253,(Bay / Bloor / Wellesley),NA,"$3,600",2BR / 2Ba,24/04/2018 23:08,1100ft2,04/01/2018,"Spacious 2 bedroom + den, 2 washrooms Suite including Parking and Locker at 1001 Bay street the Most Sought After Downtown Condo! Suite Features Unobstructed Panoramic Views! Excellent Layout, Bright And Sunny, Amazing Views, Floor To Ceiling Windows. Great Location On Bay Street at Bay / Bloor / St. Joseph, Very Convenient... Close To Everything! Fantastic Amenities And Recreation Facilities In The Building: Indoor Pool, Sauna, Gym, Basketball Court, Squash Court, Outdoor Terrace With Bbq, Visitor Parking, Party / Meeting Room. Great Location Close To Subway, Shopping, Entertainment, Restaurants, Steps To Hospitals, Financial District, Universities, Ttc, College Park, Eaton Centre, Yonge And Bloor.","['condo', 'w/d in unit', 'attached garage']",43.665484,-79.387484,https://toronto.craigslist.ca/tor/apa/d/1001-bay-st-2904large/6568716253.html
TWO Bedroom House for Rent,post id: 6570822947,"(Cumberland, ON)",NA,"$1,200",2BR / 2Ba,24/04/2018 23:07,NA,24/04/2018,"A Single Family House for rent. Available Immediately. Decorated with modern touches, it boasts a bright and spacious open concept main floor with cathedral ceilings, hardwood and ceramic floors. 2 bedrooms and 2 full bathrooms. Gourmet kitchen with quartz counter tops, a massive island with breakfast bar, plenty of cabinets, pot lights and all stainless steel appliances including a gas range. Patio door off the dining room leads to a covered/lighted deck perfect for BBQing and entertaining! Living room with double sided gas fireplace. Master bedroom oasis with fireplace, patio door to backyard, ensuite with ""spa-like"" shower, makeup area and walk-in closet! Second bedroom is of good size. Laundry room is conveniently located on main floor. Finished lower level with family room. A/C. Enjoy the outdoor living in the beautiful backyard with creek flowing through and no rear neighbors! Direct access to HEATED Double Car Garage! Great mud room with organizer! Just 20 minutes from downtown in a quiet, mature, family neighborhood. Short 10 minute drive to Petrie's Landing.","['furnished', 'apartment']",45.503157,-75.450435,https://toronto.craigslist.ca/tor/apa/d/two-bedroom-house-for-rent/6570822947.html
Hiawatha Rd - Dundas - Coxwell - Greenwood - Gerrard - Dundas - Queen,post id: 6570827473,(Hiawatha Rd),Hiawatha Rd at Dundas/Coxwell,"$2,850",3BR / 3Ba,24/04/2018 23:04,NA,24/04/2018,"Stunning Bright 3 Bedroom & 3 Wr House In Leslieville.Close To Great Schools/Restaurants & Cafes.Steps To Little India Bazaar, Woodbine Beach. Lots Of Upgrades.Stainless Steel Appliances With Granite Countertop. Ensuite Laundry, Dishwasher, Central Air Conditioning & Parking. 24Hr Streetcar (Downtown In 15 Min) & More! Easy Access To Dvp & Gardiner. A Must See.","['house', 'w/d in unit', 'detached garage']",43.668211,-79.321237,https://toronto.craigslist.ca/tor/apa/d/hiawatha-rd-dundas-coxwell/6570827473.html
Playter Blvd - Broadview - Danforth - Logan - Carlaw - Browning - Pape,post id: 6570827355,(Playter Blvd),Playter Blvd at Broadview/Danforth,"$2,750",2BR / 1Ba,24/04/2018 23:04,NA,20/05/2018,"Super Location!**Desirable Playter Estates!**Fantastic 1400Sf Sun Filled Reno'd 2 Brm Apartment In Charming Victorian Bldg W/Ensuite Laundry & One Dedicated Parking Spot **10Ft Ceil, Large Modern Kitchen, Oversized Bathrm W/Separate Shower Stall, Refinished Original Hrdwd Flrs**Highly Ranked Jackman School District!**Steps To Ttc, Subway, Shops, Restaurants!**5 Mins To Dvp/Gardiner Expressway**10 Mins From Downtown!","['house', 'w/d in unit']",43.677795,-79.355408,https://toronto.craigslist.ca/tor/apa/d/playter-blvd-broadview/6570827355.html
Orley Ave - Danforth - Westlake - Woodbine - Lumsden - Main - Cosburn,post id: 6570827228,(Orley Ave),Orley Ave at Danforth &amp; Westlake Avenue,"$2,600",2BR / 2Ba,24/04/2018 23:04,NA,01/05/2018,"Welcome Home To Your Stunning, Fully Renovated Top To Bottom & Furnished Two Bedroom Bungalow. Quiet Street In A Sought After Danforth Village. Open Concept, New Windows, New Ac, Two Skylights For Extra Natural Sunlight. Only A 5 Min Walk From Subway. Close To Go Train, Shopping & Schools. Fully Finished Basement Apartment With Separate Entrance. Backyard Patio Deck, Garden Shed, Rare Private Driveway With Two Car Parking. Must See!","['house', 'w/d in unit']",43.692372,-79.307139,https://toronto.craigslist.ca/tor/apa/d/orley-ave-danforth-westlake/6570827228.html
Woodbine - Gerrard - Beaches - Kingston - Dundas - Queen - Coxwell,post id: 6570827138,(Woodbine Ave),Woodbine at Woodbine/gerrard,"$2,600",3BR / 2Ba,24/04/2018 23:03,NA,24/04/2018,"Grand Detached Beaches Home 2nd&3rd Floor Unit. One Laneway Parking Spot Accessible By 3 Different Laneway Entrances; Eliminates Stopping On Woodbine. Ttc At Door Step! Exclusive Front Door Entrance, Exclusive Front/Side Yard & 2nd Floor Sundeck. Fully Renovated/New Appliances. 5 Min Walk To Boardwalk & Queen.","['house', 'w/d in unit']",43.678673,-79.309708,https://toronto.craigslist.ca/tor/apa/d/woodbine-gerrard-beaches/6570827138.html
Mortimer Ave - Woodbine - Danforth - East York - Coxwell  Cosburn Pape,post id: 6570826966,(Mortimer Ave),Mortimer Ave at Woodbine &amp; Danforth,"$2,500",2BR / 2Ba,24/04/2018 23:03,NA,24/04/2018,"right & Spacious Detached Bungalow, Newly Renovated From Top To Bottom. 2+1 Bedroom. Large Open Concept Modern Kitchen. Basement Walks Out To Interlock Thru-Out Lawncare-Free Backyard. Prime Home In East York With Nice And Quiet Neighborhood. Walking Distance To Ttc, Hospital, Parks, Schools. Few Blocks To Woodbine Subway Station. Minutes To Downtown!! Ideal For Working Professional, Work Downtown And Short Commute Home. Front Yard Parking.","['house', 'w/d in unit']",43.692181,-79.31688,https://toronto.craigslist.ca/tor/apa/d/mortimer-ave-woodbine/6570826966.html
CASA II - Private Den for rent Furnished or Unfurnished,post id: 6559822127,(Yonge/Bloor),42 Charles St E,"$1,100",1BR / sharedBa,24/04/2018 22:59,544ft2,01/05/2018,"Looking for a sub-let a den for until the end of June 30th 2018. The condo unit is a 1 Bdrm + Den and 1 Bathroom located at 42 Charles St E. This is a 544 Sqft unit with your own private den with a sliding door. The Closest Intersection is at Yonge/Charles, and steps away from Wellesley Station and Yonge/Bloor station. This is a great location as it is situated in the most popular eating joints! This unit is suitable for a student, or a working professional. Roommate is a 22-year-old who recently graduated at UofT and is currently an entrepreneur. The den is furnished with a very good double mattress, desk, chair, table lamp. I have also kept my furniture (couch, coffee table, tv bench and tv) in the common area in the living room for you to use.","['furnished', 'condo', 'w/d in unit', 'no smoking', 'street parking']",43.669113,-79.383988,https://toronto.craigslist.ca/tor/apa/d/casa-ii-private-den-for-rent/6559822127.html
"Bright, Customized Spacious Open Concept 1+1 Bedroom Suite at 224 King",post id: 6570817176,(224 King St W #2405),king west at simcoe,"$2,600",1BR / 1Ba,24/04/2018 22:53,650ft2,24/04/2018,"Absolutely stunning! This bright, customized spacious open concept 1+1 bedroom suite comes with a custom u-shape designer kitchen, pre-engineered hardwood floors, floor to ceiling windows. California closet, minimal exposed concrete a large balcony c/w bbq. Amazing south views. All this located in theatre park! A world class building on king west next to the royal alex theatre steps to the ttc st. Andrew's subway station and king w. Street cars.","['condo', 'w/d in unit', 'no smoking']",43.646999,-79.387849,https://toronto.craigslist.ca/tor/apa/d/bright-customized-spacious/6570817176.html
Glencrest Blvd - Oconnor - St Clair - Parkview - Victoria Park - Dawes,post id: 6570797308,(Glencrest Blvd),Glencrest Blvd at O'connor/St. Clair,"$1,900",2BR / 2Ba,24/04/2018 22:47,NA,24/04/2018,"**Short Term Lease**Up To 4 Months**Home Sweet Home! Solid Brick Bungalow In Desirable East York! Large 40X110 Ft. Lot! Detached Garage With Private Drive And Ample Parking! Sun Filled Living Room Featuring Built-In Bookshelves And Picture Window, New Laminate Floor Will Be Installed Prior To Lease. Cozy Master Bedroom Over Looking Yard, Fully Furnished Basement With Side Door Entrance! Don't Miss This Opportunity!","['house', 'w/d in unit', 'detached garage']",43.705551,-79.303872,https://toronto.craigslist.ca/tor/apa/d/glencrest-blvd-oconnor-st/6570797308.html
"Downtown One Bedroom plus Den, One Bathroom Condo with Parking",post id: 6563174089,NA,NA,"$1,900",1BR / 1Ba,24/04/2018 22:38,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a one bedroom plus den, one bathroom condo at 87 Peter St in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-one-bedroom-plus-den/6563174089.html
"Downtown 2 Bedroom plus Den, 2 Bathroom Condo with Parking",post id: 6563058545,NA,NA,"$2,300",2BR / 2Ba,24/04/2018 22:38,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a two bedroom plus den, two full bathroom condo at 87 Peter St, in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-2-bedroom-plus-den-2/6563058545.html
3br apt for lease Bathurst & Dundas incl utilities,post id: 6550333499,(Toronto),NA,"$2,525",3BR / 1.5Ba,24/04/2018 22:35,900ft2,15/05/2018,"Available May 1, 15th, June 1st 2018","['cats are OK - purrr', 'apartment', 'no smoking']",43.651975,-79.407592,https://toronto.craigslist.ca/tor/apa/d/3br-apt-for-lease-bathurst/6550333499.html
"Downtown 2 Bedroom plus Den, 2 Bathroom Condo with Parking",post id: 6570780018,NA,NA,"$2,300",2BR / 2Ba,24/04/2018 22:23,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a two bedroom plus den, two full bathroom condo at 87 Peter St, in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-2-bedroom-plus-den-2/6570780018.html
Browning Ave - Logan - Danforth - Carlaw - Broadview - Pape Greenwood,post id: 6570798733,(Browning Ave),Browning Ave at Logan/Danforth,"$2,200",2BR / 1Ba,24/04/2018 22:12,NA,24/04/2018,"This Is A Charming & Bright 2-Bedroom Second-Floor Apartment With Character! Spacious, Light-Filled Living Room With Decorative Fireplace; New Hardwood Floors; Freshly Painted Throughout; Brand New Renovated 4-Piece Bathroom With Deep Soaker Tub & Rain Shower; Bright Sunroom For 9 Mos. Use; Modern Kitchen; 3 Large Closets. Laundry & Storage In The Basement - Large Shared Back Yard. Awesome Location Steps To The Danforth, Chester And Pape Ttc.","['house', 'laundry on site']",43.682543,-79.35023,https://toronto.craigslist.ca/tor/apa/d/browning-ave-logan-danforth/6570798733.html
Carlaw Ave - Lakeshore - Riverdale - Leslieville - Broadview - Queen,post id: 6570798203,(Carlaw Ave),Carlaw Ave at Lakeshore/Carlaw,"$2,200",2BR / 2Ba,24/04/2018 22:11,NA,15/05/2018,"2-Bdr Semi With 3-Car Parking! Right Off Of Lakeshore - Easy Access To Dowtown Core, Gardiner, And Dvp. Downtown Home With Hardwood Flooring And Pot Lights Throughout. Use As A 2 Bedroom, Or A 1 Bedroom With Office. Close To Schools, Shopping, Parks And Transit.","['house', 'w/d in unit']",43.656826,-79.338447,https://toronto.craigslist.ca/tor/apa/d/carlaw-ave-lakeshore/6570798203.html
Simpson Ave - Broadview - Riverdale - Gerrard - Dundas - Queen Carlaw,post id: 6570797843,(Simpson Ave),Simpson Ave at Broadview/Simpson,"$2,200",2BR / 1Ba,24/04/2018 22:11,NA,24/04/2018,Main Floor 2 Bedroom In Prime Riverdale. Hardwood Floors Throughout. Coin Laundry In Basement. Rent Is All Inclusive. South Facing With Lots Of Natural Light.,"['house', 'laundry on site']",43.666219,-79.352763,https://toronto.craigslist.ca/tor/apa/d/simpson-ave-broadview/6570797843.html
Langley Ave - Pape - Riverdale - Carlaw - Logan - Broadview - Queen,post id: 6570797505,(Langley Ave),Langley Ave at Langley &amp; Pape,"$2,150",1BR / 2Ba,24/04/2018 22:10,NA,24/04/2018,"Located On A Prime Quiet Residential Street In Riverdale. Steps To Withrow Park, Close To The Shops On The Danforth, Pape Subway, Restaurants In Leslieville. This Apartment Is On The Main Floor And Basement Of A Charming, Recently Updated Home. Sunny South Exposure With Exclusive Use Of The Backyard.","['house', 'w/d in unit']",43.669443,-79.345957,https://toronto.craigslist.ca/tor/apa/d/langley-ave-pape-riverdale/6570797505.html
